,Area_unit_2013_code,Area_unit_2013_label,Victimisations,Population,Urban_area_2013_code,Urban_area_2013_label,Urban_area_type,Rate,Safe_Label
2019,527007,Horsham Downs,0,5440,6,Hamilton Zone,Main urban area,0.0,True
1819,541347,Motuoapa,0,250,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1820,521115,Opuawhanga,0,250,101,Pukekohe,Secondary urban area,0.0,True
1821,526106,Pukeoware,0,250,215,Waiuku,Minor urban area,0.0,True
1822,609014,Kingston South,0,260,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1823,587902,Mcleans Island,0,260,22,Christchurch,Main urban area,0.0,True
1824,536611,Matakana Island,0,260,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1818,553301,Rahotu,0,250,501,Rural Centre,Rural area,0.0,True
1825,521134,Paparata,0,260,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1827,601500,Aramoana,0,280,23,Dunedin,Main urban area,0.0,True
1828,501612,Opua West,0,280,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1829,607000,Clinton,0,290,501,Rural Centre,Rural area,0.0,True
1830,532502,Kuratau,0,290,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1831,607200,Owaka,0,300,501,Rural Centre,Rural area,0.0,True
1832,612300,Ohai,0,300,501,Rural Centre,Rural area,0.0,True
1826,610073,Woodlands,0,280,501,Rural Centre,Rural area,0.0,True
1833,584922,Blackball,0,300,501,Rural Centre,Rural area,0.0,True
1817,531600,Taharoa,0,250,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1815,552900,Midhirst,0,240,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1801,532200,Omori,0,200,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1802,600312,Mt Cook,0,210,501,Rural Centre,Rural area,0.0,True
1803,586504,Silverstream,0,210,22,Christchurch,Main urban area,0.0,True
1804,527937,Allen Road,0,210,8,Te Awamutu Zone,Main urban area,0.0,True
1805,541348,Tokaanu,0,210,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1806,600811,Pukeuri,0,220,114,Oamaru,Secondary urban area,0.0,True
1816,512905,Oratia West,0,240,3,Western Auckland Zone,Main urban area,0.0,True
1807,612713,Mossburn,0,220,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1809,584407,Little Wanganui,0,220,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1810,561100,Tangimoana,0,220,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1811,584404,Granity,0,230,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1812,565603,Resolution,0,240,19,Porirua Zone,Main urban area,0.0,True
1813,584931,Barrytown,0,240,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1814,545913,Whanawhana,0,240,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1808,584403,Hector-Ngakawau,0,220,501,Rural Centre,Rural area,0.0,True
1834,585306,Kumara,0,300,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1835,561421,Ohakea,0,310,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1836,584911,Kaiata,0,310,111,Greymouth,Secondary urban area,0.0,True
1857,609013,Glenorchy,0,410,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1858,577602,Miramar West,0,410,20,Wellington Zone,Main urban area,0.0,True
1859,579802,Tuturumuri,0,410,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1860,580452,Fairhall,0,410,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1861,584935,Marsden-Hohonu,0,410,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1862,569002,Woburn South,0,420,18,Lower Hutt Zone,Main urban area,0.0,True
1856,600828,Kakanui,0,400,501,Rural Centre,Rural area,0.0,True
1863,506657,Point Wells,0,420,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1865,538831,Kaingaroa Forest,0,430,501,Rural Centre,Rural area,0.0,True
1866,580447,Wairau North,0,440,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1867,554114,Waingongoro,0,440,105,Hawera,Secondary urban area,0.0,True
1868,527921,Te Rore,0,450,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1869,596902,Banks Peninsula Eastern Bays,0,460,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1870,609029,Matukituki,0,460,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1864,602600,Strath Taieri,0,430,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1855,506634,Mahurangi,0,390,501,Rural Centre,Rural area,0.0,True
1854,563704,Peka Peka,0,380,25,Kapiti,Main urban area,0.0,True
1853,597713,Ashburton North,0,380,112,Ashburton,Secondary urban area,0.0,True
1837,600824,Kurow,0,320,501,Rural Centre,Rural area,0.0,True
1838,606600,Stirling,0,320,501,Rural Centre,Rural area,0.0,True
1839,600813,Cape Wanbrow,0,320,114,Oamaru,Secondary urban area,0.0,True
1840,534602,Waitoa,0,320,501,Rural Centre,Rural area,0.0,True
1841,602411,Wyllies Crossing,0,330,23,Dunedin,Main urban area,0.0,True
1842,584701,Inangahua Valley,0,330,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1843,545205,Maungataniwha,0,330,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1844,584411,Charleston,0,340,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1845,573525,Takapu,0,340,20,Wellington Zone,Main urban area,0.0,True
1846,558100,Putiki,0,340,15,Wanganui,Main urban area,0.0,True
1847,585311,Harihari,0,350,501,Rural Centre,Rural area,0.0,True
1848,558800,Ratana Community,0,360,501,Rural Centre,Rural area,0.0,True
1849,601604,Karitane,0,370,501,Rural Centre,Rural area,0.0,True
1851,543800,Patutahi,0,370,501,Rural Centre,Rural area,0.0,True
1852,609921,Bushy Point,0,380,24,Invercargill,Main urban area,0.0,True
1800,564601,Moonshine Valley,0,200,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1871,533903,Kerepehi,0,460,501,Rural Centre,Rural area,0.0,True
1799,609913,Bay Road West,0,200,24,Invercargill,Main urban area,0.0,True
1797,573526,Horokiwi,0,190,20,Wellington Zone,Main urban area,0.0,True
1746,520803,Bays-Waiheke Island,0,20,506,Inlet-not in TA,Rural area,0.0,True
1747,618400,Motiti Island,0,30,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1748,615101,Inlet-Tutukaka Harbour,0,30,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
1749,586001,Camside,0,30,22,Christchurch,Main urban area,0.0,True
1750,559000,Ngamatea,0,30,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1751,585323,Karangarua,0,30,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1745,576904,Evans Bay Marina,0,20,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
1752,505911,Gulf Harbour Marina,0,30,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
1754,622102,Seaview Marina,0,40,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
1755,616001,Kaikoura and Rangiahua Islands,0,40,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1756,585324,Bruce Bay-Paringa,0,40,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1757,573102,Wellington City-Marinas,0,40,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
1758,584932,Coal Creek,0,60,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1759,586130,Woodend West,0,60,278,Woodend,Minor urban area,0.0,True
1753,617903,Auckland City-Marinas,0,40,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
1760,585315,Otira,0,60,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1744,614700,Inlet-Whangaroa Harbour,0,20,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
1742,622201,Inlet-Porirua Harbour,0,20,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
2018,574302,Te Kainga,0,4020,20,Wellington Zone,Main urban area,0.0,True
1729,626100,Inlet-Milford Sound,0,10,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
1730,623900,Inlet-Ligar Bay,0,10,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
1731,625800,Inlet-Otago Harbour,0,10,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
1732,619301,Inlets-Thames-Coromandel District,0,10,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
1733,612901,Fiordland,0,10,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1743,617604,Tidal-Manukau Harbour,0,20,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
1734,625103,Oceanic-Canterbury Region South,0,10,510,Oceanic-in Region but not in TA,Rural area,0.0,True
1736,584305,Jackett Island,0,10,273,Motueka,Minor urban area,0.0,True
1737,566301,Kapiti Island,0,10,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1738,572300,Mana Island,0,10,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1739,586128,Ravenswood,0,10,278,Woodend,Minor urban area,0.0,True
1740,581835,Waimea Inlet West,0,10,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
1741,549902,Mara,0,10,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1735,614800,Inlet-Bay of Islands,0,10,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
1761,585319,Totara River,0,60,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1762,531732,Tiroa,0,60,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1763,520900,Islands-Motutapu Rangitoto Rakino,0,60,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1783,506616,Matheson Bay,0,140,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1784,565700,Paekakariki Hill,0,150,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1785,584408,Mokihinui,0,150,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1786,558600,Mangaweka,0,150,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1787,553001,Whangamomona,0,150,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1788,604902,Sandymount,0,170,23,Dunedin,Main urban area,0.0,True
1782,602300,Middlemarch,0,140,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1789,584936,Arnold Valley,0,170,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1791,538861,Arahiwi,0,180,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1792,500500,Kohukohu,0,180,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1793,600420,St Andrews,0,190,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1794,600830,Otematata,0,190,501,Rural Centre,Rural area,0.0,True
1795,584703,Maruia,0,190,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1796,584933,Atarau,0,190,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1790,528405,Burbush,0,170,6,Hamilton Zone,Main urban area,0.0,True
1781,584412,Inangahua Junction,0,130,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1780,585320,Waitaha,0,120,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1779,608100,Naseby,0,120,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1764,601302,Hyde,0,70,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1765,585322,Waiho,0,70,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1766,554300,Waitotara,0,70,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1767,598311,Ben Mcleod,0,80,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1768,596600,Port Levy,0,80,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1769,581811,Richmond Hill,0,80,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1770,584923,Point Elizabeth,0,80,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1771,536822,Tauranga City-Marinas,0,80,507,Inlet-in TA but not in Urban Area,Rural area,0.0,True
1772,506620,Kawau,0,80,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1773,600822,Duntroon,0,90,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1774,582200,Port Nelson,0,90,21,Nelson,Main urban area,0.0,True
1775,541318,Rangatira,0,90,103,Taupo,Secondary urban area,0.0,True
1776,581724,Best Island,0,100,21,Nelson,Main urban area,0.0,True
1777,601700,Nenthorn,0,110,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1778,542514,Maraetotara,0,110,104,Whakatane,Secondary urban area,0.0,True
1798,532602,National Park,0,190,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1872,580410,Woodbourne,0,470,26,Blenheim,Main urban area,0.0,True
1850,604821,Company Bay,0,370,23,Dunedin,Main urban area,0.0,True
1874,586114,Cust,0,470,501,Rural Centre,Rural area,0.0,True
1967,586604,Ohoka,0,1230,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1873,586405,Courtenay,0,470,22,Christchurch,Main urban area,0.0,True
1969,605100,Sawyers Bay,0,1300,23,Dunedin,Main urban area,0.0,True
1970,533800,Ngatea,0,1340,305,Ngatea,Minor urban area,0.0,True
1971,545851,Poukawa,0,1370,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1972,526603,Te Pahu,0,1380,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1966,506654,Muriwai Beach,0,1220,501,Rural Centre,Rural area,0.0,True
1973,586605,West Eyreton,0,1410,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1975,579501,Mt Holdsworth,0,1420,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1976,565604,Adventure,0,1430,19,Porirua Zone,Main urban area,0.0,True
1977,573902,Woodridge,0,1440,20,Wellington Zone,Main urban area,0.0,True
1978,501810,Maungatapere,0,1460,501,Rural Centre,Rural area,0.0,True
1979,587020,Burnham Military Camp,0,1490,501,Rural Centre,Rural area,0.0,True
1980,564602,Riverstone Terraces,0,1500,17,Upper Hutt Zone,Main urban area,0.0,True
1974,553700,Kapuni,0,1410,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1965,604822,Macandrew Bay,0,1220,23,Dunedin,Main urban area,0.0,True
1964,527122,Gordonton,0,1200,6,Hamilton Zone,Main urban area,0.0,True
1963,573801,Paparangi West,0,1190,20,Wellington Zone,Main urban area,0.0,True
1948,551014,Mangaoraka,0,950,14,New Plymouth,Main urban area,0.0,True
1949,513701,Taupaki,0,950,3,Western Auckland Zone,Main urban area,0.0,True
1950,501815,Bream Bay,0,960,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1951,584800,Karoro,0,970,111,Greymouth,Secondary urban area,0.0,True
1952,604810,Inner Peninsula,0,1020,23,Dunedin,Main urban area,0.0,True
1953,548822,Havelock Hills,0,1030,13,Hastings Zone,Main urban area,0.0,True
1954,554400,Whenuakura,0,1070,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1955,603820,Helensburgh,0,1090,23,Dunedin,Main urban area,0.0,True
1956,575901,Brooklyn South,0,1090,20,Wellington Zone,Main urban area,0.0,True
1957,587842,Halswell West,0,1120,22,Christchurch,Main urban area,0.0,True
1958,545860,Waimarama,0,1130,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1959,597101,Little River,0,1160,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1960,502005,Otaika-Portland,0,1160,1,Whangarei,Main urban area,0.0,True
1961,575701,Vogeltown West,0,1170,20,Wellington Zone,Main urban area,0.0,True
1962,585808,Ashley,0,1190,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1981,577400,Karaka Bay-Worser Bay,0,1530,20,Wellington Zone,Main urban area,0.0,True
1947,585317,Hokitika Rural,0,940,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1982,541319,Lakewood,0,1540,103,Taupo,Secondary urban area,0.0,True
1984,586124,Pegasus,0,1610,501,Rural Centre,Rural area,0.0,True
2004,585807,Loburn,0,2390,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
2005,509500,Stanley Bay,0,2440,2,Northern Auckland Zone,Main urban area,0.0,True
2006,551111,Lepperton,0,2510,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
2007,512700,Waima,0,2600,3,Western Auckland Zone,Main urban area,0.0,True
2008,512801,Laingholm,0,2620,3,Western Auckland Zone,Main urban area,0.0,True
2009,507500,Campbells Bay,0,2630,2,Northern Auckland Zone,Main urban area,0.0,True
2003,597510,Rolleston South West,0,2330,300,Rolleston,Minor urban area,0.0,True
2010,574200,Khandallah Park-Broadmeadows,0,2960,20,Wellington Zone,Main urban area,0.0,True
2012,586603,Mandeville,0,3160,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
2013,574401,Awarua,0,3310,20,Wellington Zone,Main urban area,0.0,True
2014,573514,Churton Park South,0,3440,20,Wellington Zone,Main urban area,0.0,True
2015,506653,Riverhead,0,3510,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
2016,610601,Grasmere,0,3590,24,Invercargill,Main urban area,0.0,True
2017,536513,Bethlehem East,0,3590,9,Tauranga,Main urban area,0.0,True
2011,610040,Hokonui,0,3090,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
2002,597507,Rolleston North West,0,2330,300,Rolleston,Minor urban area,0.0,True
2001,523201,Shelly Park,0,2310,5,Southern Auckland Zone,Main urban area,0.0,True
2000,551024,Barrett,0,2240,14,New Plymouth,Main urban area,0.0,True
1985,578401,Kopuaranga,0,1630,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1986,610061,Dacre,0,1650,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1987,527912,Te Kowhai,0,1670,6,Hamilton Zone,Main urban area,0.0,True
1988,610080,Toetoes,0,1690,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1989,572702,Greenacres,0,1710,20,Wellington Zone,Main urban area,0.0,True
1990,567902,Mangaroa,0,1750,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1991,602412,Wingatui,0,1780,23,Dunedin,Main urban area,0.0,True
1992,586801,Ashley Gorge,0,1830,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1993,555300,Blueskin,0,1840,15,Wanganui,Main urban area,0.0,True
1994,513420,Herald,0,1860,3,Western Auckland Zone,Main urban area,0.0,True
1995,505605,Kumeu West,0,1880,3,Western Auckland Zone,Main urban area,0.0,True
1996,603710,Maori Hill,0,1970,23,Dunedin,Main urban area,0.0,True
1997,587844,Westmorland,0,1990,22,Christchurch,Main urban area,0.0,True
1998,522603,Bleakhouse,0,2070,5,Southern Auckland Zone,Main urban area,0.0,True
1999,586122,Lehmans,0,2200,116,Rangiora,Secondary urban area,0.0,True
1983,589602,Merrin,0,1600,22,Christchurch,Main urban area,0.0,True
1946,575702,Vogeltown,0,940,20,Wellington Zone,Main urban area,0.0,True
1968,555200,Otamatea,0,1280,15,Wanganui,Main urban area,0.0,True
1944,561500,Moutoa,0,940,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1893,586115,Mairaki,0,550,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1894,541333,Kinloch,0,550,501,Rural Centre,Rural area,0.0,True
1895,551013,Bowden,0,560,14,New Plymouth,Main urban area,0.0,True
1896,542561,Waimana,0,560,501,Rural Centre,Rural area,0.0,True
1897,543902,Matokitoki,0,560,11,Gisborne,Main urban area,0.0,True
1898,554130,Okaiawa,0,560,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1892,602100,Waldronville,0,550,23,Dunedin,Main urban area,0.0,True
1899,513621,Birdwood West,0,560,3,Western Auckland Zone,Main urban area,0.0,True
1901,563801,Tokomaru,0,570,501,Rural Centre,Rural area,0.0,True
1902,563920,Kaitawa,0,570,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1903,544003,Manutuke,0,570,501,Rural Centre,Rural area,0.0,True
1904,560421,Halcombe,0,580,501,Rural Centre,Rural area,0.0,True
1905,554120,Ohangai,0,580,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1906,549400,Otane,0,580,501,Rural Centre,Rural area,0.0,True
1900,598201,Fairview-Scarborough,0,570,113,Timaru,Secondary urban area,0.0,True
1907,551030,Omata,0,590,14,New Plymouth,Main urban area,0.0,True
1891,609800,Wyndham,0,550,501,Rural Centre,Rural area,0.0,True
1889,581713,Glenduan,0,540,21,Nelson,Main urban area,0.0,True
1875,541313,Maunganamu,0,470,103,Taupo,Secondary urban area,0.0,True
1876,506647,Kaukapakapa,0,470,501,Rural Centre,Rural area,0.0,True
1877,504800,Ruawai,0,470,501,Rural Centre,Rural area,0.0,True
1878,505400,Leigh,0,470,501,Rural Centre,Rural area,0.0,True
1879,512802,Armour Bay,0,490,3,Western Auckland Zone,Main urban area,0.0,True
1880,586002,Pines-Kairaki Beach,0,500,22,Christchurch,Main urban area,0.0,True
1890,532903,Sunshine-Hospital Hill,0,540,220,Taumarunui,Minor urban area,0.0,True
1881,541316,Wharewaka,0,500,103,Taupo,Secondary urban area,0.0,True
1883,500206,North Cape,0,500,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1884,584409,Buller Coalfields,0,510,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1885,575400,Taitville,0,510,20,Wellington Zone,Main urban area,0.0,True
1886,549901,Owahanga,0,510,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1945,581812,Whangamoa,0,940,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1888,580802,Seddon,0,540,501,Rural Centre,Rural area,0.0,True
1882,531303,Te Kawa,0,500,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1908,610031,Kaweku,0,600,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1887,597503,Dunsandel,0,530,501,Rural Centre,Rural area,0.0,True
1910,597000,Chatham Islands,0,610,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1928,607600,Tapanui,0,770,501,Rural Centre,Rural area,0.0,True
1930,501632,Ohaeawai,0,800,501,Rural Centre,Rural area,0.0,True
1931,581726,Ranzau,0,810,21,Nelson,Main urban area,0.0,True
1932,600831,Aviemore,0,820,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1933,554113,Tawhiti,0,820,105,Hawera,Secondary urban area,0.0,True
1934,603220,Forrester Park,0,830,23,Dunedin,Main urban area,0.0,True
1927,506633,Algies Bay,0,750,212,Snells Beach,Minor urban area,0.0,True
1935,564023,Te Horo,0,830,501,Rural Centre,Rural area,0.0,True
1937,610033,Kaiwera,0,860,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1938,506400,Paremoremo West,0,870,2,Northern Auckland Zone,Main urban area,0.0,True
1939,506201,Silverdale North,0,890,2,Northern Auckland Zone,Main urban area,0.0,True
1940,561811,Kairanga,0,910,16,Palmerston North,Main urban area,0.0,True
1941,506002,Stillwater,0,920,2,Northern Auckland Zone,Main urban area,0.0,True
1942,580801,Ward,0,930,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1936,554500,Makakaho,0,830,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1926,597714,Fairton,0,730,112,Ashburton,Secondary urban area,0.0,True
1929,573524,Newlands East,0,780,20,Wellington Zone,Main urban area,0.0,True
1924,600812,Ardgowan,0,710,114,Oamaru,Secondary urban area,0.0,True
1911,596800,Akaroa,0,620,501,Rural Centre,Rural area,0.0,True
1912,542520,Poroporo,0,620,104,Whakatane,Secondary urban area,0.0,True
1913,506644,Parakai Rural,0,620,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1914,597712,Plains Railway,0,630,112,Ashburton,Secondary urban area,0.0,True
1925,587903,Kennedys Bush,0,720,22,Christchurch,Main urban area,0.0,True
1916,552701,Egmont Village,0,630,501,Rural Centre,Rural area,0.0,True
1917,545301,Raupunga,0,650,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1915,610062,Myross Bush,0,630,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1919,559210,Moawhango,0,660,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1920,603810,Glenleith,0,670,23,Dunedin,Main urban area,0.0,True
1921,585806,Okuku,0,680,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1922,584930,Dobson,0,690,501,Rural Centre,Rural area,0.0,True
1943,596503,Governors Bay,0,940,22,Christchurch,Main urban area,0.0,True
1923,535700,Athenree,0,700,501,Rural Centre,Rural area,0.0,True
1918,506656,Waitakere West,0,650,502,Rural (Incl.some Off Shore Islands),Rural area,0.0,True
1909,527924,Lake Ngaroto,0,600,8,Te Awamutu Zone,Main urban area,0.0,True
1612,516302,Meadowbank South,1,5560,4,Central Auckland Zone,Main urban area,0.017985611510791366,True
1611,507300,Murrays Bay,1,5150,2,Northern Auckland Zone,Main urban area,0.01941747572815534,True
1610,570300,Eastbourne,1,4950,18,Lower Hutt Zone,Main urban area,0.0202020202020202,True
1609,507000,Waiake,1,4650,2,Northern Auckland Zone,Main urban area,0.021505376344086023,True
1608,508804,Pinehill,1,4530,2,Northern Auckland Zone,Main urban area,0.02207505518763797,True
1607,606100,Mosgiel East,1,4200,23,Dunedin,Main urban area,0.023809523809523808,True
1606,591102,Cashmere East,1,4030,22,Christchurch,Main urban area,0.024813895781637715,True
1605,509300,Narrow Neck,1,4020,2,Northern Auckland Zone,Main urban area,0.02487562189054726,True
1604,565602,Endeavour,1,4000,19,Porirua Zone,Main urban area,0.025,True
1603,506902,Glamorgan,1,3570,2,Northern Auckland Zone,Main urban area,0.028011204481792715,True
1602,589601,Hawthornden,1,3430,22,Christchurch,Main urban area,0.029154518950437316,True
1601,507710,Castor Bay,1,3320,2,Northern Auckland Zone,Main urban area,0.030120481927710847,True
1600,574402,Ngaio South,1,3290,20,Wellington Zone,Main urban area,0.030395136778115502,True
1599,523110,Kilkenny,1,3240,5,Southern Auckland Zone,Main urban area,0.030864197530864196,True
1598,573513,Churton Park North,1,3190,20,Wellington Zone,Main urban area,0.031347962382445145,True
1597,515201,Herne Bay,1,3090,4,Central Auckland Zone,Main urban area,0.032362459546925564,True
1596,586307,Rangiora West,1,3070,116,Rangiora,Secondary urban area,0.03257328990228013,True
1392,527131,Tamahere-Tauwhare,2,6110,6,Hamilton Zone,Main urban area,0.03273322422258593,True
1393,514600,Avondale South,2,6110,4,Central Auckland Zone,Main urban area,0.03273322422258593,True
1595,517202,Stonefields,1,2930,4,Central Auckland Zone,Main urban area,0.034129692832764506,True
1594,523116,Mission Heights,1,2910,5,Southern Auckland Zone,Main urban area,0.03436426116838488,True
1593,575200,Northland,1,2900,20,Wellington Zone,Main urban area,0.034482758620689655,True
1592,587848,Prebbleton,1,2850,22,Christchurch,Main urban area,0.03508771929824561,True
1591,545821,Sherenden-Puketapu,1,2840,502,Rural (Incl.some Off Shore Islands),Rural area,0.035211267605633804,True
1590,564530,Pinehaven,1,2840,17,Upper Hutt Zone,Main urban area,0.035211267605633804,True
1589,534500,Tahuroa,1,2820,502,Rural (Incl.some Off Shore Islands),Rural area,0.03546099290780142,True
1588,525520,Opaheke,1,2800,5,Southern Auckland Zone,Main urban area,0.03571428571428571,True
1587,529600,Chartwell,1,2800,6,Hamilton Zone,Main urban area,0.03571428571428571,True
1586,609200,Arrowtown,1,2710,294,Arrowtown,Minor urban area,0.03690036900369004,True
1391,506903,Torbay,2,5330,2,Northern Auckland Zone,Main urban area,0.0375234521575985,True
